id,municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
1 ,São Caetano do Sul (SP),"0,862","0,891","0,887","0,811"
2 ,Águas de São Pedro (SP),"0,854","0,849","0,890","0,825"
3 ,Florianópolis (SC),"0,847","0,870","0,873","0,800"
4 ,Balneário Camboriú (SC),"0,845","0,854","0,894","0,789"
4 ,Vitória (ES),"0,845","0,876","0,855","0,805"
6 ,Santos (SP),"0,840","0,861","0,852","0,807"
7 ,Niterói (RJ),"0,837","0,887","0,854","0,773"
8 ,Joaçaba (SC),"0,827","0,823","0,891","0,771"
9 ,Brasília (DF),"0,824","0,863","0,873","0,742"
10 ,Curitiba (PR),"0,823","0,850","0,855","0,768"
11 ,Jundiaí (SP),"0,822","0,834","0,866","0,768"
12 ,Valinhos (SP),"0,819","0,848","0,850","0,763"
13 ,Vinhedo (SP),"0,817","0,840","0,878","0,739"
14 ,Santo André (SP),"0,815","0,819","0,861","0,769"
14 ,Araraquara (SP),"0,815","0,788","0,877","0,782"
16 ,Santana de Parnaíba (SP),"0,814","0,876","0,849","0,725"
17 ,Nova Lima (MG),"0,813","0,864","0,885","0,704"
18 ,Ilha Solteira (SP),"0,812","0,786","0,871","0,782"
19 ,Americana (SP),"0,811","0,800","0,876","0,760"
20 ,Belo Horizonte (MG),"0,810","0,841","0,856","0,737"
21 ,São José (SC),"0,809","0,799","0,880","0,752"
21 ,Joinville (SC),"0,809","0,795","0,889","0,749"
23 ,Maringá (PR),"0,808","0,806","0,852","0,768"
24 ,São José dos Campos (SP),"0,807","0,804","0,855","0,764"
25 ,Blumenau (SC),"0,806","0,812","0,894","0,722"
25 ,Presidente Prudente (SP),"0,806","0,788","0,858","0,774"
25 ,Rio Fortuna (SC),"0,806","0,848","0,850","0,727"
28 ,São Paulo (SP),"0,805","0,843","0,855","0,725"
28 ,Assis (SP),"0,805","0,771","0,865","0,781"
28 ,Campinas (SP),"0,805","0,829","0,860","0,731"
28 ,São Bernardo do Campo (SP),"0,805","0,807","0,861","0,752"
28 ,Porto Alegre (RS),"0,805","0,867","0,857","0,702"
28 ,São Carlos (SP),"0,805","0,788","0,863","0,766"
34 ,Rio Claro (SP),"0,803","0,784","0,862","0,766"
34 ,Jaraguá do Sul (SC),"0,803","0,793","0,865","0,755"
36 ,Rio do Sul (SC),"0,802","0,793","0,894","0,727"
37 ,Bauru (SP),"0,801","0,800","0,854","0,752"
37 ,São Miguel do Oeste (SC),"0,801","0,787","0,884","0,739"
37 ,Pirassununga (SP),"0,801","0,789","0,884","0,736"
40 ,Concórdia (SC),"0,800","0,777","0,872","0,756"
40 ,Vila Velha (ES),"0,800","0,807","0,864","0,734"
40 ,Taubaté (SP),"0,800","0,778","0,883","0,746"
40 ,Ribeirão Preto (SP),"0,800","0,820","0,844","0,739"
40 ,Botucatu (SP),"0,800","0,790","0,869","0,746"
45 ,Goiânia (GO),"0,799","0,824","0,838","0,739"
45 ,Rio de Janeiro (RJ),"0,799","0,840","0,845","0,719"
47 ,Marília (SP),"0,798","0,768","0,854","0,776"
47 ,Sorocaba (SP),"0,798","0,792","0,843","0,762"
47 ,Guaratinguetá (SP),"0,798","0,764","0,886","0,751"
50 ,São João da Boa Vista (SP),"0,797","0,776","0,871","0,749"
50 ,São José do Rio Preto (SP),"0,797","0,801","0,846","0,748"
50 ,Fernandópolis (SP),"0,797","0,767","0,872","0,758"
53 ,Itapema (SC),"0,796","0,788","0,881","0,727"
53 ,Tubarão (SC),"0,796","0,788","0,866","0,740"
53 ,Carlos Barbosa (RS),"0,796","0,835","0,835","0,724"
56 ,Brusque (SC),"0,795","0,794","0,894","0,707"
56 ,Iomerê (SC),"0,795","0,754","0,891","0,749"
56 ,Paulínia (SP),"0,795","0,800","0,864","0,727"
56 ,Treze Tílias (SC),"0,795","0,838","0,874","0,685"
56 ,Itajaí (SC),"0,795","0,778","0,884","0,730"
61 ,Holambra (SP),"0,793","0,815","0,878","0,698"
62 ,Quatro Pontes (PR),"0,791","0,790","0,838","0,748"
62 ,Três Arroios (RS),"0,791","0,843","0,851","0,689"
62 ,Nova Odessa (SP),"0,791","0,755","0,861","0,762"
62 ,Ipiranga do Sul (RS),"0,791","0,818","0,866","0,698"
62 ,Saltinho (SP),"0,791","0,771","0,857","0,750"
67 ,Votuporanga (SP),"0,790","0,772","0,857","0,744"
67 ,Santa Cruz da Conceição (SP),"0,790","0,830","0,876","0,679"
67 ,Adamantina (SP),"0,790","0,772","0,852","0,750"
67 ,Chapecó (SC),"0,790","0,779","0,871","0,727"
71 ,Cândido Rodrigues (SP),"0,789","0,747","0,863","0,762"
71 ,Uberlândia (MG),"0,789","0,776","0,885","0,716"
71 ,Barretos (SP),"0,789","0,762","0,875","0,738"
71 ,Luzerna (SC),"0,789","0,781","0,877","0,718"
71 ,Lagoa dos Três Cantos (RS),"0,789","0,765","0,852","0,754"
76 ,Araçatuba (SP),"0,788","0,782","0,841","0,744"
76 ,Cruzeiro (SP),"0,788","0,742","0,871","0,758"
76 ,Mairiporã (SP),"0,788","0,767","0,881","0,723"
76 ,Barra Bonita (SP),"0,788","0,762","0,869","0,739"
76 ,Criciúma (SC),"0,788","0,786","0,846","0,737"
76 ,Indaiatuba (SP),"0,788","0,791","0,837","0,738"
76 ,Caçapava (SP),"0,788","0,754","0,858","0,755"
76 ,Fernando de Noronha (PE),"0,788","0,781","0,839","0,748"
76 ,Palmas (TO),"0,788","0,789","0,827","0,749"
85 ,Itajubá (MG),"0,787","0,767","0,884","0,718"
85 ,Espírito Santo do Pinhal (SP),"0,787","0,784","0,872","0,712"
87 ,Garibaldi (RS),"0,786","0,825","0,856","0,688"
87 ,Pompéia (SP),"0,786","0,750","0,864","0,748"
87 ,Porto União (SC),"0,786","0,752","0,891","0,724"
87 ,Lins (SP),"0,786","0,762","0,869","0,733"
87 ,Barueri (SP),"0,786","0,791","0,866","0,708"
92 ,Piracicaba (SP),"0,785","0,797","0,848","0,717"
92 ,Amparo (SP),"0,785","0,780","0,871","0,711"
92 ,Nova Araçá (RS),"0,785","0,796","0,843","0,722"
92 ,Cuiabá (MT),"0,785","0,800","0,834","0,726"
92 ,Catanduva (SP),"0,785","0,767","0,853","0,740"
92 ,Casca (RS),"0,785","0,778","0,847","0,733"
92 ,Tremembé (SP),"0,785","0,769","0,873","0,720"
92 ,Monte Aprazível (SP),"0,785","0,781","0,861","0,720"
100 ,Santa Fé do Sul (SP),"0,784","0,763","0,840","0,751"
100 ,Ribeirão Pires (SP),"0,784","0,749","0,847","0,760"
100 ,Ivoti (RS),"0,784","0,780","0,848","0,729"
100 ,Jaguariúna (SP),"0,784","0,782","0,862","0,715"
100 ,Santa Maria (RS),"0,784","0,795","0,848","0,715"
100 ,Salto Veloso (SC),"0,784","0,778","0,880","0,705"
100 ,Arujá (SP),"0,784","0,761","0,866","0,730"
100 ,Timbó (SC),"0,784","0,807","0,856","0,697"
100 ,Campo Grande (MS),"0,784","0,790","0,844","0,724"
100 ,Mogi Mirim (SP),"0,784","0,767","0,879","0,715"
110 ,Horizontina (RS),"0,783","0,782","0,858","0,716"
110 ,Pinhalzinho (SC),"0,783","0,758","0,886","0,716"
110 ,Mogi das Cruzes (SP),"0,783","0,762","0,851","0,740"
113 ,Cascavel (PR),"0,782","0,776","0,846","0,728"
113 ,Caxias do Sul (RS),"0,782","0,812","0,860","0,686"
113 ,Pato Branco (PR),"0,782","0,778","0,845","0,728"
113 ,Cerquilho (SP),"0,782","0,758","0,854","0,739"
113 ,Lavras (MG),"0,782","0,757","0,880","0,719"
113 ,São Bento do Sul (SC),"0,782","0,763","0,871","0,719"
119 ,Caieiras (SP),"0,781","0,740","0,861","0,749"
119 ,Ijuí (RS),"0,781","0,786","0,858","0,707"
119 ,Santo Amaro da Imperatriz (SC),"0,781","0,753","0,890","0,710"
119 ,Bombinhas (SC),"0,781","0,753","0,864","0,732"
119 ,Maravilha (SC),"0,781","0,758","0,886","0,708"
119 ,Águas da Prata (SP),"0,781","0,750","0,886","0,716"
119 ,Lacerdópolis (SC),"0,781","0,763","0,883","0,708"
119 ,Santa Bárbara D'Oeste (SP),"0,781","0,752","0,867","0,731"
119 ,Araras (SP),"0,781","0,763","0,859","0,728"
128 ,Bebedouro (SP),"0,780","0,756","0,853","0,735"
128 ,Cocal do Sul (SC),"0,780","0,747","0,859","0,740"
128 ,Pomerode (SC),"0,780","0,780","0,886","0,687"
128 ,Franca (SP),"0,780","0,749","0,842","0,753"
128 ,Vista Alegre do Prata (RS),"0,780","0,809","0,847","0,692"
128 ,Nova Petrópolis (RS),"0,780","0,775","0,890","0,688"
128 ,Boituva (SP),"0,780","0,757","0,861","0,728"
128 ,Braço do Trombudo (SC),"0,780","0,766","0,883","0,702"
128 ,Orlândia (SP),"0,780","0,765","0,882","0,703"
128 ,Corupá (SC),"0,780","0,768","0,873","0,707"
128 ,Cotia (SP),"0,780","0,789","0,851","0,707"
128 ,Birigui (SP),"0,780","0,743","0,869","0,734"
128 ,Salto (SP),"0,780","0,755","0,837","0,751"
141 ,Poços de Caldas (MG),"0,779","0,768","0,872","0,706"
141 ,Andradina (SP),"0,779","0,762","0,885","0,702"
141 ,Piratininga (SP),"0,779","0,762","0,859","0,723"
141 ,Seara (SC),"0,779","0,804","0,872","0,674"
145 ,Bento Gonçalves (RS),"0,778","0,805","0,842","0,695"
145 ,Varginha (MG),"0,778","0,760","0,875","0,707"
145 ,Juiz de Fora (MG),"0,778","0,784","0,844","0,711"
145 ,Ourinhos (SP),"0,778","0,753","0,859","0,727"
145 ,Jaú (SP),"0,778","0,768","0,886","0,693"
145 ,Londrina (PR),"0,778","0,789","0,837","0,712"
145 ,Tietê (SP),"0,778","0,764","0,884","0,698"
145 ,Jaboticabal (SP),"0,778","0,778","0,851","0,710"
145 ,Itatiba (SP),"0,778","0,788","0,844","0,708"
145 ,Lajeado (RS),"0,778","0,796","0,840","0,704"
145 ,Braço do Norte (SC),"0,778","0,746","0,881","0,716"
145 ,Nova Bréscia (RS),"0,778","0,836","0,847","0,666"
157 ,Victor Graeff (RS),"0,777","0,774","0,840","0,722"
157 ,José Bonifácio (SP),"0,777","0,752","0,869","0,717"
157 ,Selbach (RS),"0,777","0,785","0,841","0,710"
157 ,Indaial (SC),"0,777","0,767","0,873","0,701"
157 ,Louveira (SP),"0,777","0,783","0,861","0,697"
157 ,Mafra (SC),"0,777","0,738","0,880","0,723"
157 ,Jacareí (SP),"0,777","0,749","0,837","0,749"
157 ,Sarandi (RS),"0,777","0,776","0,858","0,705"
157 ,Lagoa Santa (MG),"0,777","0,790","0,857","0,693"
157 ,Pinheiro Preto (SC),"0,777","0,762","0,866","0,712"
157 ,Farroupilha (RS),"0,777","0,783","0,861","0,696"
168 ,Iracemápolis (SP),"0,776","0,742","0,863","0,729"
168 ,Itaú de Minas (MG),"0,776","0,761","0,862","0,711"
168 ,Bragança Paulista (SP),"0,776","0,772","0,861","0,704"
168 ,Erechim (RS),"0,776","0,782","0,833","0,716"
168 ,Passo Fundo (RS),"0,776","0,787","0,849","0,699"
168 ,Jales (SP),"0,776","0,750","0,855","0,730"
168 ,Osasco (SP),"0,776","0,776","0,840","0,718"
168 ,Araçoiaba da Serra (SP),"0,776","0,751","0,860","0,723"
168 ,Pirapozinho (SP),"0,776","0,740","0,863","0,733"
168 ,Dracena (SP),"0,776","0,752","0,842","0,737"
178 ,Xanxerê (SC),"0,775","0,760","0,861","0,711"
178 ,Limeira (SP),"0,775","0,761","0,852","0,719"
178 ,Ceres (GO),"0,775","0,753","0,842","0,733"
178 ,Itapiranga (SC),"0,775","0,766","0,842","0,723"
178 ,Viçosa (MG),"0,775","0,758","0,883","0,696"
178 ,Santa Rita do Passa Quatro (SP),"0,775","0,764","0,887","0,686"
178 ,Trombudo Central (SC),"0,775","0,760","0,880","0,696"
185 ,Ouro (SC),"0,774","0,774","0,884","0,677"
185 ,Treviso (SC),"0,774","0,737","0,882","0,714"
185 ,Massaranduba (SC),"0,774","0,749","0,867","0,714"
185 ,Mogi Guaçu (SP),"0,774","0,740","0,852","0,736"
185 ,Siderópolis (SC),"0,774","0,751","0,880","0,701"
185 ,Marau (RS),"0,774","0,773","0,857","0,699"
185 ,Francisco Beltrão (PR),"0,774","0,758","0,844","0,726"
185 ,Cruzália (SP),"0,774","0,698","0,853","0,778"
185 ,Marechal Cândido Rondon (PR),"0,774","0,782","0,842","0,704"
185 ,Pouso Alegre (MG),"0,774","0,755","0,872","0,704"
185 ,São José do Rio Pardo (SP),"0,774","0,744","0,868","0,717"
185 ,Pedrinhas Paulista (SP),"0,774","0,749","0,837","0,739"
197 ,Paraí (RS),"0,773","0,787","0,866","0,679"
197 ,Itu (SP),"0,773","0,782","0,854","0,692"
197 ,Auriflama (SP),"0,773","0,746","0,840","0,738"
197 ,Araguari (MG),"0,773","0,740","0,871","0,716"
197 ,Serra Alta (SC),"0,773","0,758","0,879","0,694"
197 ,Santana da Ponte Pensa (SP),"0,773","0,751","0,840","0,733"
197 ,Rio das Ostras (RJ),"0,773","0,784","0,854","0,689"
197 ,Pindamonhangaba (SP),"0,773","0,745","0,843","0,736"
197 ,Olímpia (SP),"0,773","0,737","0,867","0,724"
197 ,Veranópolis (RS),"0,773","0,797","0,838","0,692"
197 ,Santa Cruz do Sul (RS),"0,773","0,782","0,852","0,693"
197 ,Matão (SP),"0,773","0,766","0,847","0,713"
197 ,Sebastianópolis do Sul (SP),"0,773","0,748","0,835","0,740"
210 ,São Sebastião (SP),"0,772","0,747","0,875","0,703"
210 ,Aratiba (RS),"0,772","0,801","0,856","0,670"
210 ,Uberaba (MG),"0,772","0,772","0,845","0,705"
210 ,Araxá (MG),"0,772","0,756","0,858","0,709"
210 ,Santo Ângelo (RS),"0,772","0,765","0,863","0,696"
210 ,Recife (PE),"0,772","0,798","0,825","0,698"
210 ,Sales Oliveira (SP),"0,772","0,738","0,845","0,739"
210 ,Monções (SP),"0,772","0,731","0,814","0,773"
210 ,Urussanga (SC),"0,772","0,756","0,876","0,695"
210 ,Santa Salete (SP),"0,772","0,712","0,864","0,748"
220 ,Lajeado Grande (SC),"0,771","0,750","0,858","0,712"
220 ,Maracaí (SP),"0,771","0,711","0,850","0,758"
220 ,Volta Redonda (RJ),"0,771","0,763","0,833","0,720"
220 ,Itá (SC),"0,771","0,747","0,879","0,698"
220 ,Poá (SP),"0,771","0,710","0,856","0,754"
220 ,Ipatinga (MG),"0,771","0,752","0,864","0,705"
220 ,Tupã (SP),"0,771","0,764","0,852","0,704"
227 ,Ouroeste (SP),"0,770","0,717","0,866","0,736"
227 ,Lages (SC),"0,770","0,755","0,867","0,697"
227 ,Montes Claros (MG),"0,770","0,707","0,868","0,744"
227 ,Aracaju (SE),"0,770","0,784","0,823","0,708"
227 ,Santa Rosa de Viterbo (SP),"0,770","0,746","0,868","0,704"
227 ,Macatuba (SP),"0,770","0,763","0,859","0,697"
227 ,Armazém (SC),"0,770","0,743","0,882","0,698"
227 ,Oriente (SP),"0,770","0,717","0,837","0,761"
227 ,Timóteo (MG),"0,770","0,737","0,836","0,742"
227 ,Presidente Castello Branco (SC),"0,770","0,813","0,883","0,637"
227 ,Vargem Grande Paulista (SP),"0,770","0,755","0,884","0,683"
238 ,Tupi Paulista (SP),"0,769","0,762","0,835","0,715"
238 ,Santa Rosa (RS),"0,769","0,752","0,871","0,693"
238 ,Taboão da Serra (SP),"0,769","0,742","0,863","0,710"
238 ,Cosmópolis (SP),"0,769","0,746","0,876","0,697"
238 ,São Carlos (SC),"0,769","0,763","0,867","0,688"
238 ,Campo Limpo Paulista (SP),"0,769","0,733","0,840","0,739"
238 ,Schroeder (SC),"0,769","0,750","0,855","0,710"
238 ,Garça (SP),"0,769","0,737","0,849","0,728"
238 ,Arroio do Meio (RS),"0,769","0,750","0,860","0,706"
238 ,Pedreira (SP),"0,769","0,750","0,864","0,701"
238 ,Barbacena (MG),"0,769","0,751","0,881","0,687"
249 ,Lucas do Rio Verde (MT),"0,768","0,766","0,833","0,710"
249 ,Toledo (PR),"0,768","0,755","0,855","0,702"
249 ,Nova Veneza (SC),"0,768","0,741","0,869","0,703"
249 ,Nova Boa Vista (RS),"0,768","0,764","0,836","0,708"
249 ,São Luís (MA),"0,768","0,741","0,813","0,752"
249 ,Resende (RJ),"0,768","0,762","0,839","0,709"
249 ,São Vicente (SP),"0,768","0,738","0,857","0,716"
249 ,Palotina (PR),"0,768","0,760","0,864","0,689"
249 ,Três Passos (RS),"0,768","0,745","0,858","0,710"
249 ,São Roque (SP),"0,768","0,765","0,863","0,687"
249 ,Igarapava (SP),"0,768","0,809","0,835","0,671"
249 ,Bilac (SP),"0,768","0,743","0,845","0,722"
249 ,Maracajá (SC),"0,768","0,752","0,861","0,699"
249 ,Monte Alto (SP),"0,768","0,746","0,859","0,707"
249 ,São Marcos (RS),"0,768","0,775","0,855","0,683"
249 ,Regente Feijó (SP),"0,768","0,735","0,818","0,752"
265 ,Serra Negra (SP),"0,767","0,764","0,873","0,676"
265 ,Votorantim (SP),"0,767","0,720","0,838","0,747"
265 ,Capivari de Baixo (SC),"0,767","0,724","0,870","0,716"
265 ,Orindiúva (SP),"0,767","0,719","0,824","0,762"
265 ,Estrela (RS),"0,767","0,776","0,850","0,684"
265 ,Avaré (SP),"0,767","0,751","0,866","0,695"
265 ,Dois Vizinhos (PR),"0,767","0,747","0,850","0,711"
265 ,Encantado (RS),"0,767","0,764","0,858","0,687"
265 ,Novo Xingu (RS),"0,767","0,749","0,850","0,708"
274 ,Cedral (SP),"0,766","0,749","0,872","0,689"
274 ,Poloni (SP),"0,766","0,736","0,853","0,717"
274 ,Mauá (SP),"0,766","0,721","0,852","0,733"
274 ,Nova Prata (RS),"0,766","0,782","0,839","0,686"
274 ,Parnamirim (RN),"0,766","0,750","0,825","0,726"
274 ,Santiago (RS),"0,766","0,746","0,882","0,682"
274 ,Ivatuba (PR),"0,766","0,718","0,837","0,748"
274 ,Peritiba (SC),"0,766","0,762","0,882","0,669"
274 ,Pereira Barreto (SP),"0,766","0,728","0,845","0,732"
274 ,Capivari do Sul (RS),"0,766","0,805","0,836","0,668"
274 ,Alumínio (SP),"0,766","0,729","0,841","0,732"
274 ,Carazinho (RS),"0,766","0,756","0,840","0,707"
274 ,São Simão (SP),"0,766","0,732","0,852","0,722"
274 ,Lorena (SP),"0,766","0,736","0,856","0,713"
274 ,Catalão (GO),"0,766","0,769","0,819","0,715"
289 ,Ituverava (SP),"0,765","0,768","0,841","0,694"
289 ,Guaporé (RS),"0,765","0,781","0,837","0,685"
289 ,Atibaia (SP),"0,765","0,786","0,851","0,670"
289 ,Ibirubá (RS),"0,765","0,786","0,848","0,671"
289 ,Imbituba (SC),"0,765","0,734","0,868","0,703"
289 ,Suzano (SP),"0,765","0,708","0,873","0,723"
289 ,Gaspar (SC),"0,765","0,770","0,889","0,655"
289 ,São Domingos (SC),"0,765","0,769","0,861","0,675"
289 ,Espumoso (RS),"0,765","0,747","0,884","0,677"
289 ,Não-Me-Toque (RS),"0,765","0,784td&gt;","0,847","0,673"
289 ,Colinas (RS),"0,765","0,786","0,840","0,678"
289 ,Patos de Minas (MG),"0,765","0,749","0,855","0,698"
289 ,Nova Erechim (SC),"0,765","0,767","0,851","0,686"
289 ,Maricá (RJ),"0,765","0,761","0,850","0,692"
289 ,Nova Europa (SP),"0,765","0,718","0,869","0,718"
304 ,Santo Antônio do Palma (RS),"0,764","0,787","0,853","0,665"
304 ,Arroio Trinta (SC),"0,764","0,781","0,873","0,653"
304 ,Gramado (RS),"0,764","0,783","0,861","0,662"
304 ,Rondinha (RS),"0,764","0,780","0,842","0,678"
304 ,Lençóis Paulista (SP),"0,764","0,743","0,837","0,717"
304 ,Ouro Branco (MG),"0,764","0,753","0,872","0,680"
304 ,Cerro Largo (RS),"0,764","0,752","0,849","0,698"
304 ,São Valentim do Sul (RS),"0,764","0,776","0,848","0,677"
304 ,Videira (SC),"0,764","0,772","0,857","0,675"
304 ,Cachoeira Paulista (SP),"0,764","0,733","0,837","0,728"
304 ,Imbé (RS),"0,764","0,825","0,847","0,638"
304 ,Montauri (RS),"0,764","0,790","0,852","0,662"
304 ,Rosana (SP),"0,764","0,749","0,818","0,728"
304 ,Macaé (RJ),"0,764","0,792","0,828","0,681"
304 ,Divinópolis (MG),"0,764","0,753","0,844","0,702"
304 ,Paraíso do Tocantins (TO),"0,764","0,759","0,831","0,706"
320 ,São Domingos do Sul (RS),"0,763","0,780","0,839","0,680"
320 ,Medianeira (PR),"0,763","0,762","0,849","0,686"
320 ,Presidente Venceslau (SP),"0,763","0,749","0,837","0,708"
320 ,São Pedro do Butiá (RS),"0,763","0,760","0,843","0,694"
320 ,Guararapes (SP),"0,763","0,727","0,840","0,726"
320 ,Natal (RN),"0,763","0,768","0,835","0,694"
320 ,João Pessoa (PB),"0,763","0,770","0,832","0,693"
320 ,Paranavaí (PR),"0,763","0,750","0,844","0,703"
320 ,Itapetininga (SP),"0,763","0,728","0,864","0,705"
320 ,Gabriel Monteiro (SP),"0,763","0,721","0,809","0,762"
320 ,Ponta Grossa (PR),"0,763","0,755","0,837","0,703"
320 ,Barra Funda (RS),"0,763","0,731","0,856","0,710"
320 ,Fagundes Varela (RS),"0,763","0,773","0,852","0,674"
320 ,Buritama (SP),"0,763","0,736","0,839","0,720"
320 ,Guarulhos (SP),"0,763","0,746","0,831","0,717"
335 ,Paraguaçu Paulista (SP),"0,762","0,717","0,836","0,739"
335 ,Sumaré (SP),"0,762","0,744","0,845","0,705"
335 ,David Canabarro (RS),"0,762","0,740","0,870","0,688"
335 ,Saldanha Marinho (RS),"0,762","0,745","0,841","0,706"
335 ,Itupeva (SP),"0,762","0,750","0,844","0,699"
335 ,Serranópolis do Iguaçu (PR),"0,762","0,778","0,859","0,662"
335 ,Boa Vista do Buricá (RS),"0,762","0,761","0,834","0,697"
335 ,Mirassol (SP),"0,762","0,748","0,846","0,698"
335 ,Osvaldo Cruz (SP),"0,762","0,740","0,837","0,713"
335 ,Itapira (SP),"0,762","0,750","0,852","0,692"
335 ,Torres (RS),"0,762","0,750","0,862","0,685"
335 ,São Joaquim da Barra (SP),"0,762","0,740","0,847","0,706"
335 ,Mococa (SP),"0,762","0,756","0,827","0,709"
335 ,Santa Cruz do Rio Pardo (SP),"0,762","0,744","0,867","0,686"
335 ,São Francisco do Sul (SC),"0,762","0,740","0,856","0,699"
350 ,Nova Pádua (RS),"0,761","0,762","0,852","0,678"
350 ,Indiana (SP),"0,761","0,714","0,843","0,733"
350 ,Alfenas (MG),"0,761","0,737","0,841","0,712"
350 ,Panambi (RS),"0,761","0,752","0,848","0,691"
350 ,Itapoá (SC),"0,761","0,739","0,874","0,682"
350 ,Entre Rios do Oeste (PR),"0,761","0,778","0,826","0,686"
350 ,Umuarama (PR),"0,761","0,755","0,836","0,698"
350 ,Vila Maria (RS),"0,761","0,791","0,839","0,664"
350 ,Santa Rita D'Oeste (SP),"0,761","0,711","0,839","0,740"
350 ,São João do Oeste (SC),"0,761","0,756","0,873","0,668"
350 ,Taió (SC),"0,761","0,749","0,879","0,670"
350 ,Batatais (SP),"0,761","0,766","0,840","0,685"
350 ,Conselheiro Lafaiete (MG),"0,761","0,736","0,860","0,697"
350 ,Iguaba Grande (RJ),"0,761","0,744","0,841","0,704"
350 ,Zortéa (SC),"0,761","0,752","0,885","0,661"
350 ,Sertãozinho (SP),"0,761","0,768","0,855","0,672"
366 ,Itaara (RS),"0,760","0,761","0,841","0,687"
366 ,Sete Lagoas (MG),"0,760","0,742","0,840","0,705"
366 ,Goiandira (GO),"0,760","0,711","0,849","0,727"
366 ,Campinas do Sul (RS),"0,760","0,753","0,842","0,691"
366 ,Araranguá (SC),"0,760","0,745","0,853","0,691"
366 ,Santa Adélia (SP),"0,760","0,750","0,835","0,702"
366 ,Tapejara (RS),"0,760","0,763","0,837","0,688"
366 ,Serafina Corrêa (RS),"0,760","0,755","0,843","0,690"
366 ,Tijucas (SC),"0,760","0,747","0,873","0,672"
366 ,Jandira (SP),"0,760","0,738","0,841","0,706"
366 ,Rio Negro (PR),"0,760","0,721","0,863","0,705"
366 ,Taiúva (SP),"0,760","0,732","0,835","0,718"
366 ,Modelo (SC),"0,760","0,751","0,886","0,659"
366 ,Descalvado (SP),"0,760","0,740","0,865","0,687"
366 ,Frederico Westphalen (RS),"0,760","0,754","0,846","0,688"
366 ,Porto Belo (SC),"0,760","0,750","0,886","0,660"
366 ,Estrela D'Oeste (SP),"0,760","0,712","0,873","0,705"
383 ,Várzea Paulista (SP),"0,759","0,720","0,863","0,705"
383 ,Penápolis (SP),"0,759","0,748","0,859","0,680"
383 ,Iporã do Oeste (SC),"0,759","0,743","0,847","0,695"
383 ,Monte Alegre do Sul (SP),"0,759","0,752","0,858","0,678"
383 ,Santo Antônio do Planalto (RS),"0,759","0,701","0,885","0,705"
383 ,Nova Candelária (RS),"0,759","0,794","0,856","0,643"
383 ,Salvador (BA),"0,759","0,772","0,835","0,679"
383 ,Cornélio Procópio (PR),"0,759","0,746","0,848","0,692"
383 ,São Lourenço (MG),"0,759","0,746","0,871","0,673"
383 ,Presidente Getúlio (SC),"0,759","0,764","0,874","0,654"
383 ,Taquaral (SP),"0,759","0,742","0,823","0,716"
383 ,Caraguatatuba (SP),"0,759","0,735","0,845","0,705"
383 ,Rio das Pedras (SP),"0,759","0,741","0,842","0,700"
383 ,Três de Maio (RS),"0,759","0,756","0,834","0,694"
383 ,Inúbia Paulista (SP),"0,759","0,688","0,849","0,750"
383 ,Gurupi (TO),"0,759","0,736","0,843","0,706"
383 ,Rubinéia (SP),"0,759","0,713","0,844","0,726"
400 ,Herval D'Oeste (SC),"0,758","0,740","0,859","0,684"
400 ,Picada Café (RS),"0,758","0,738","0,842","0,701"
400 ,São José dos Pinhais (PR),"0,758","0,749","0,859","0,678"
400 ,Guabiju (RS),"0,758","0,831","0,857","0,612"
400 ,Álvares Machado (SP),"0,758","0,712","0,834","0,732"
400 ,Cordeirópolis (SP),"0,758","0,754","0,858","0,674"
400 ,Fernando Prestes (SP),"0,758","0,746","0,859","0,680"
400 ,Iguaraçu (PR),"0,758","0,714","0,833","0,732"
400 ,Nova Mutum (MT),"0,758","0,773","0,837","0,673"
400 ,João Monlevade (MG),"0,758","0,724","0,849","0,708"
400 ,Nova Londrina (PR),"0,758","0,735","0,856","0,691"
400 ,São João Del Rei (MG),"0,758","0,733","0,860","0,690"
400 ,Piraju (SP),"0,758","0,740","0,843","0,699"
400 ,Itaúna (MG),"0,758","0,749","0,850","0,685"
400 ,Maripá (PR),"0,758","0,736","0,866","0,684"
400 ,Porto Feliz (SP),"0,758","0,737","0,836","0,706"
400 ,Colorado (RS),"0,758","0,775","0,835","0,674"
400 ,Antônio Prado (RS),"0,758","0,777","0,835","0,671"
400 ,Faxinal dos Guedes (SC),"0,758","0,746","0,863","0,676"
400 ,Piratuba (SC),"0,758","0,736","0,829","0,714"
420 ,Gravatal (SC),"0,757","0,726","0,877","0,681"
420 ,Santa Rosa de Lima (SC),"0,757","0,726","0,843","0,710"
420 ,Presidente Bernardes (SP),"0,757","0,718","0,839","0,719"
420 ,Santo Antônio do Aracanguá (SP),"0,757","0,710","0,840","0,728"
420 ,Canoinhas (SC),"0,757","0,717","0,874","0,692"
420 ,Diadema (SP),"0,757","0,717","0,844","0,716"
420 ,Vanini (RS),"0,757","0,736","0,836","0,704"
420 ,Águas de Santa Bárbara (SP),"0,757","0,744","0,840","0,695"
420 ,Dois Lajeados (RS),"0,757","0,775","0,837","0,670"
420 ,Vista Gaúcha (RS),"0,757","0,774","0,839","0,669"
420 ,Campo Mourão (PR),"0,757","0,749","0,841","0,689"
420 ,Jataí (GO),"0,757","0,774","0,856","0,656"
